P,S_T
0.5684210526315789,0.0
0.5694736842105264,0.0
0.5705263157894737,0.0
0.5715789473684211,0.0
0.5726315789473684,0.0
0.5736842105263158,0.0
0.5747368421052632,0.0
0.5757894736842105,0.0
0.5768421052631579,0.0
0.5778947368421052,0.0
0.5789473684210527,0.0
0.58,0.0
0.5810526315789474,0.0
0.5821052631578948,0.0
0.5831578947368421,0.0
0.5842105263157895,0.0
0.5852631578947368,0.0
0.5863157894736842,0.0
0.5873684210526315,0.0
0.588421052631579,0.0
0.5894736842105263,0.0
0.5905263157894737,0.0
0.5915789473684211,0.0
0.5926315789473684,0.0
0.5936842105263158,0.0
0.5947368421052631,0.0
0.5957894736842105,0.0
0.5968421052631578,0.0
0.5978947368421053,0.0
0.5989473684210527,0.0
0.6,0.0
0.6010526315789474,0.0
0.6021052631578947,0.0
0.6031578947368421,0.0
0.6042105263157894,0.0
0.6052631578947368,0.0
0.6063157894736843,0.0
0.6073684210526316,0.0
0.608421052631579,0.0
0.6094736842105263,0.0
0.6105263157894737,0.0
0.611578947368421,0.0
0.6126315789473684,0.0
0.6136842105263158,0.0
0.6147368421052631,0.0
0.6157894736842106,0.0
0.6168421052631579,0.0
0.6178947368421053,0.0
0.6189473684210526,0.0
0.62,0.0
0.6210526315789474,0.0
0.6221052631578947,0.0
0.6231578947368421,0.0
0.6242105263157894,0.0
0.6252631578947369,0.0
0.6263157894736842,0.0
0.6273684210526316,0.0
0.628421052631579,0.0
0.6294736842105263,0.0
0.6305263157894737,0.0
0.631578947368421,0.0
0.6326315789473684,0.0
0.6336842105263157,0.0
0.6347368421052632,0.0
0.6357894736842106,0.0
0.6368421052631579,0.0
0.6378947368421053,0.0
0.6389473684210526,0.0
0.64,0.0
0.6410526315789473,0.0
0.6421052631578947,0.0
0.6431578947368422,0.0
0.6442105263157895,0.0
0.6452631578947369,0.0
0.6463157894736842,0.0
0.6473684210526316,0.0
0.6484210526315789,0.0
0.6494736842105263,0.0
0.6505263157894737,0.0
0.651578947368421,0.0
0.6526315789473685,0.0
0.6536842105263158,0.0
0.6547368421052632,0.0
0.6557894736842105,0.0
0.6568421052631579,0.0
0.6578947368421053,0.0
0.6589473684210526,0.0
0.66,0.0
0.6610526315789473,0.0
0.6621052631578948,0.0
0.6631578947368421,0.0
0.6642105263157895,0.0
0.6652631578947369,0.0
0.6663157894736842,0.0
0.6673684210526316,0.0
0.6684210526315789,0.0
0.6694736842105263,0.0
0.6705263157894736,0.0
0.671578947368421,0.0
0.6726315789473685,0.0
0.6736842105263158,0.0
0.6747368421052632,0.0
0.6757894736842105,0.0
0.6768421052631579,0.0
0.6778947368421052,0.0
0.6789473684210526,0.0
0.68,0.0
0.6810526315789474,0.0
0.6821052631578948,0.0
0.6831578947368421,0.0
0.6842105263157895,0.0
0.6852631578947368,0.0
0.6863157894736842,0.0
0.6873684210526316,0.0
0.6884210526315789,0.0
0.6894736842105263,0.0
0.6905263157894737,0.0
0.6915789473684211,0.0
0.6926315789473684,0.0
0.6936842105263158,0.0
0.6947368421052632,0.0
0.6957894736842105,0.0
0.6968421052631579,0.0
0.6978947368421052,0.0
0.6989473684210527,0.0
0.7,0.0
0.7010526315789474,0.0
0.7021052631578948,0.0
0.7031578947368421,0.0
0.7042105263157895,0.0
0.7052631578947368,0.0
0.7063157894736842,0.0
0.7073684210526315,0.0
0.708421052631579,0.0
0.7094736842105264,0.0
0.7105263157894737,0.0
0.7115789473684211,0.0
0.7126315789473684,0.0
0.7136842105263158,0.0
0.7147368421052631,0.0
0.7157894736842105,0.0
0.716842105263158,0.0
0.7178947368421053,0.0
0.7189473684210527,0.0
0.72,0.0
0.7210526315789474,0.0
0.7221052631578947,0.0
0.7231578947368421,0.0
0.7242105263157895,0.0
0.7252631578947368,0.0
0.7263157894736842,0.0
0.7273684210526316,0.0
0.728421052631579,0.0
0.7294736842105263,0.0
0.7305263157894737,0.0
0.7315789473684211,0.0
0.7326315789473684,0.0
0.7336842105263158,0.0
0.7347368421052631,0.0
0.7357894736842105,0.0
0.7368421052631579,0.0
0.7378947368421053,0.0
0.7389473684210527,0.0
0.74,0.0
0.7410526315789474,0.0
0.7421052631578947,0.0
0.7431578947368421,0.0
0.7442105263157894,0.0
0.7452631578947368,0.0
0.7463157894736843,0.0
0.7473684210526316,0.0
0.748421052631579,0.0
0.7494736842105263,0.0
0.7505263157894737,0.0
0.751578947368421,0.0
0.7526315789473684,0.0
0.7536842105263157,0.0
0.7547368421052632,0.0
0.7557894736842106,0.0
0.7568421052631579,0.0
0.7578947368421053,0.0
0.7589473684210526,0.0
0.76,0.0
0.7610526315789473,0.0
0.7621052631578947,0.0
0.7631578947368421,0.0
0.7642105263157895,0.0
0.7652631578947369,0.0
0.7663157894736842,0.0
0.7673684210526316,0.0
0.7684210526315789,0.0
0.7694736842105263,0.0
0.7705263157894737,0.0
0.771578947368421,0.0
0.7726315789473684,0.0
0.7736842105263158,0.0
0.7747368421052632,0.0
0.7757894736842105,0.0
0.7768421052631579,0.0
0.7778947368421053,0.0
0.7789473684210526,0.0
0.78,0.0
0.7810526315789473,0.0
0.7821052631578947,0.0
0.783157894736842,0.0
0.7842105263157895,0.0
0.7852631578947369,0.0
0.7863157894736842,0.0
0.7873684210526316,0.0
0.7884210526315789,0.0
0.7894736842105263,0.0
0.7905263157894736,0.0
0.791578947368421,0.0
0.7926315789473685,0.0
0.7936842105263158,0.0
0.7947368421052632,0.0
0.7957894736842105,0.0
0.7968421052631579,0.0
0.7978947368421052,0.0
0.7989473684210526,0.0
0.8,0.0
0.8010526315789473,0.0
0.8021052631578948,0.0
0.8031578947368421,0.0
0.8042105263157895,0.0
0.8052631578947368,0.0
0.8063157894736842,0.0
0.8073684210526316,0.0
0.8084210526315789,0.0
0.8094736842105263,0.0
0.8105263157894737,0.0
0.8115789473684211,0.0
0.8126315789473684,0.0
0.8136842105263158,0.0
0.8147368421052632,0.0
0.8157894736842105,0.0
0.8168421052631579,0.0
0.8178947368421052,0.0
0.8189473684210526,0.0
0.82,0.0
0.8210526315789474,0.0
0.8221052631578948,0.0
0.8231578947368421,0.0
0.8242105263157895,0.0
0.8252631578947368,0.0
0.8263157894736842,0.0
0.8273684210526315,0.0
0.828421052631579,0.0
0.8294736842105264,0.0
0.8305263157894737,0.0
0.8315789473684211,0.0
0.8326315789473684,0.0
0.8336842105263158,0.0
0.8347368421052631,0.0
0.8357894736842105,0.0
0.8368421052631579,0.0
0.8378947368421052,0.0
0.8389473684210527,0.0
0.84,0.0
0.8410526315789474,0.0
0.8421052631578947,0.0
0.8431578947368421,0.0
0.8442105263157895,0.0
0.8452631578947368,0.0
0.8463157894736842,0.0
0.8473684210526315,0.0
0.848421052631579,0.0
0.8494736842105263,0.0
0.8505263157894737,0.0
0.8515789473684211,0.0
0.8526315789473684,0.0
0.8536842105263158,0.0
0.8547368421052631,0.0
0.8557894736842105,0.0
0.8568421052631578,0.0
0.8578947368421053,0.0
0.8589473684210527,0.0
0.86,0.0
0.8610526315789474,0.0
0.8621052631578947,0.0
0.8631578947368421,0.0
0.8642105263157894,0.0
0.8652631578947368,0.0
0.8663157894736843,0.0
0.8673684210526316,0.0
0.868421052631579,0.0
0.8694736842105263,0.0
0.8705263157894737,0.0
0.871578947368421,0.0
0.8726315789473684,0.0
0.8736842105263158,0.0
0.8747368421052631,0.0
0.8757894736842106,0.0
0.8768421052631579,0.0
0.8778947368421053,0.0
0.8789473684210526,0.0
0.88,0.0
0.8810526315789474,0.0
0.8821052631578947,0.0
0.8831578947368421,0.0
0.8842105263157894,0.0
0.8852631578947369,0.0
0.8863157894736842,0.0
0.8873684210526316,0.0
0.888421052631579,0.0
0.8894736842105263,0.0
0.8905263157894737,0.0
0.891578947368421,0.0
0.8926315789473684,0.0
0.8936842105263157,0.0
0.8947368421052632,0.0
0.8957894736842106,0.0
0.8968421052631579,0.0
0.8978947368421053,0.0
0.8989473684210526,0.0
0.9,0.0
0.9010526315789473,0.0
0.9021052631578947,0.0
0.9031578947368422,0.0
0.9042105263157895,0.0
0.9052631578947369,0.0
0.9063157894736842,0.0
0.9073684210526316,0.0
0.9084210526315789,0.0
0.9094736842105263,0.0
0.9105263157894737,0.0
0.911578947368421,0.0
0.9126315789473685,0.0
0.9136842105263158,0.0
0.9147368421052632,0.0
0.9157894736842105,0.0
0.9168421052631579,0.0
0.9178947368421052,0.0
0.9189473684210526,0.0
0.92,0.0
0.9210526315789473,0.0
0.9221052631578948,0.0
0.9231578947368421,0.0
0.9242105263157895,0.0
0.9252631578947368,0.0
0.9263157894736842,0.0
0.9273684210526316,0.0
0.9284210526315789,0.0
0.9294736842105263,0.0
0.9305263157894736,0.0
0.9315789473684211,0.0
0.9326315789473684,0.0
0.9336842105263158,0.0
0.9347368421052632,0.0
0.9357894736842105,0.0
0.9368421052631579,0.0
0.9378947368421052,0.0
0.9389473684210526,0.0
0.94,0.0
0.9410526315789474,0.0
0.9421052631578948,0.0
0.9431578947368421,0.0
0.9442105263157895,0.0
0.9452631578947368,0.0
0.9463157894736842,0.0
0.9473684210526315,0.0
0.9484210526315789,0.0
0.9494736842105264,0.0
0.9505263157894737,0.0
0.9515789473684211,0.0
0.9526315789473684,0.0
0.9536842105263158,0.0
0.9547368421052631,0.0
0.9557894736842105,0.0
0.9568421052631579,0.0
0.9578947368421052,0.0
0.9589473684210527,0.0
0.96,0.0
0.9610526315789474,0.0
0.9621052631578947,0.0
0.9631578947368421,0.0
0.9642105263157895,0.0
0.9652631578947368,0.0
0.9663157894736842,0.0
0.9673684210526315,0.0
0.968421052631579,0.0
0.9694736842105263,0.0
0.9705263157894737,0.0
0.9715789473684211,0.0
0.9726315789473684,0.0
0.9736842105263158,0.0
0.9747368421052631,0.0
0.9757894736842105,0.0
0.9768421052631578,0.0
0.9778947368421053,0.0
0.9789473684210527,0.0
0.98,0.0
0.9810526315789474,0.0
0.9821052631578947,0.0
0.9831578947368421,0.0
0.9842105263157894,0.0
0.9852631578947368,0.0
0.9863157894736843,0.0
0.9873684210526316,0.0
0.988421052631579,0.0
0.9894736842105263,0.0
0.9905263157894737,0.0
0.991578947368421,0.0
0.9926315789473684,0.0
0.9936842105263158,0.0
0.9947368421052631,0.0
0.9957894736842106,0.0
0.9968421052631579,0.0
0.9978947368421053,0.0
0.9989473684210526,0.0
1.0,0.0
