config,method,n_nodes,n_runs,pc_mean,pc_std,pc_sem,anc_mean,anc_std,anc_sem,success_rate
BA-random,Adaptive TIA,16384,100,0.26372309669129457,0.07134400890977358,0.007134400890977358,0.6947647662152088,0.02544620248459194,0.0025446202484591942,1.0
BA-random,GNN-RL,32,100,0.2003225806451613,0.0830349148633776,0.008303491486337761,0.8520823863636362,0.04927630629135771,0.004927630629135771,1.0
BA-random,GNN-RL,64,100,0.22065573770491803,0.07318235498690737,0.0073182354986907365,0.8412385968750193,0.037099926101130574,0.0037099926101130574,1.0
BA-random,GNN-RL,128,100,0.19704918032786886,0.061763478074542986,0.006176347807454298,0.8618240894977552,0.023204078735472006,0.0023204078735472007,1.0
BA-random,GNN-RL,256,100,0.17737704918032782,0.05512281369962835,0.005512281369962835,0.8728392485395201,0.017438248032250116,0.0017438248032250116,1.0
BA-random,GNN-RL,512,100,0.15967145790554416,0.05316421231891612,0.005316421231891612,0.8831476284337901,0.01518013900339752,0.001518013900339752,1.0
BA-random,GNN-RL,1024,100,0.14882836587872558,0.038841496161036125,0.0038841496161036125,0.8939395051782836,0.008798965556439506,0.0008798965556439506,1.0
BA-random,GNN-RL,2048,100,0.1350359712230216,0.032391435676067344,0.0032391435676067345,0.9003769104969835,0.0066098428056248475,0.0006609842805624848,1.0
BA-random,GNN-RL,4096,100,0.12729188078108944,0.03234738003948641,0.003234738003948641,0.9015135691615097,0.004740498912780607,0.00047404989127806073,1.0
BA-random,GNN-RL,8192,100,0.12468328408068868,0.027784125431864114,0.0027784125431864113,0.9026716461737873,0.005210907037836235,0.0005210907037836235,1.0
BA-random,GNN-RL,16384,100,0.128801798907806,0.02687704468083742,0.002687704468083742,0.9030975240602648,0.004961350843792656,0.0004961350843792656,1.0
BA-localized,Adaptive TD,32,100,0.25709677419354837,0.11075889950220076,0.011075889950220076,0.8136293871059495,0.06800478168668198,0.006800478168668198,1.0
BA-localized,Adaptive TD,64,100,0.33327868852459025,0.11459133656380707,0.011459133656380707,0.7479955676898019,0.06541578625908595,0.006541578625908595,1.0
BA-localized,Adaptive TD,128,100,0.3403278688524589,0.110168813318973,0.0110168813318973,0.7238098686787637,0.06215274135701397,0.006215274135701397,1.0
BA-localized,Adaptive TD,256,100,0.3409016393442623,0.10021540224746696,0.010021540224746696,0.700937036853323,0.04152291621608307,0.004152291621608307,1.0
