config,method,tau,n_runs,pc_mean,pc_std,pc_sem,anc_mean,anc_std,anc_sem,success_rate
WS-localized,Adaptive TD,1.0,100,0.5699383350462487,0.1426123713596013,0.014261237135960132,0.687724233773884,0.06905962465222687,0.006905962465222687,1.0
WS-localized,Adaptive TD,2.0,100,0.585005138746146,0.1314681528609384,0.01314681528609384,0.6709068934245132,0.061456810083042206,0.00614568100830422,1.0
WS-localized,Adaptive TD,5.0,100,0.620945529290853,0.1244466721240667,0.01244466721240667,0.6463205799658348,0.05670047153191838,0.005670047153191838,1.0
WS-localized,Adaptive TD,10.0,100,0.603535457348407,0.12943799723690502,0.012943799723690502,0.6524113290469871,0.058147069052824456,0.005814706905282446,1.0
WS-localized,Adaptive TD,20.0,100,0.5900308324768756,0.13230757554178996,0.013230757554178995,0.6580153831680061,0.059354347676509295,0.00593543476765093,1.0
WS-localized,Adaptive TD,50.0,100,0.583710174717369,0.12593014073193928,0.012593014073193928,0.6617856586759894,0.057804827108682365,0.005780482710868237,1.0
WS-localized,Adaptive TD,100.0,100,0.6097636176772867,0.12120911196989947,0.012120911196989947,0.6468543449796377,0.05466629934038288,0.005466629934038288,1.0
WS-localized,Adaptive TD,200.0,100,0.6201849948612539,0.1264810953885873,0.01264810953885873,0.6460148227345212,0.05615806742096681,0.005615806742096681,1.0
WS-localized,Adaptive TD,500.0,100,0.5847070914696814,0.13099337691230234,0.013099337691230234,0.660323755577241,0.05767563957223672,0.005767563957223672,1.0
WS-localized,Adaptive Katz,0.1,100,0.3991469681397739,0.13484521517202883,0.013484521517202882,0.7903252087360768,0.06013008978177912,0.006013008978177912,1.0
WS-localized,Adaptive Katz,0.2,100,0.41974306269270295,0.12602192947790028,0.012602192947790029,0.7807586050232024,0.05723043691464617,0.005723043691464617,1.0
WS-localized,Adaptive Katz,0.5,100,0.4780472764645427,0.12603457880968225,0.012603457880968224,0.7482330386439425,0.05807618731585656,0.005807618731585655,1.0
WS-localized,Adaptive Katz,1.0,100,0.5006166495375128,0.1314703386028423,0.01314703386028423,0.7303025858545094,0.06016958508625918,0.006016958508625918,1.0
WS-localized,Adaptive Katz,2.0,100,0.5110483042137719,0.12557509071319733,0.012557509071319733,0.7194091137130607,0.054732477994977574,0.005473247799497758,1.0
WS-localized,Adaptive Katz,5.0,100,0.5492908530318603,0.1187647211838425,0.01187647211838425,0.6994884503082145,0.04906880666618737,0.0049068806666187365,1.0
WS-localized,Adaptive Katz,10.0,100,0.5347687564234327,0.1186017315870559,0.01186017315870559,0.7042550901874678,0.04827081906524144,0.0048270819065241435,1.0
WS-localized,Adaptive Katz,20.0,100,0.5186742034943475,0.1258074254340666,0.012580742543406659,0.7112573008421127,0.05011665668158631,0.005011665668158631,1.0
WS-localized,Adaptive Katz,50.0,100,0.5161664953751285,0.1193818087402114,0.01193818087402114,0.7117593445070852,0.04900135551742984,0.004900135551742984,1.0
WS-localized,Adaptive Katz,100.0,100,0.5358067831449126,0.11470392511854802,0.011470392511854801,0.7034872554916926,0.04591703504078638,0.004591703504078638,1.0
WS-localized,Adaptive Katz,200.0,100,0.5472045220966084,0.11571272020948847,0.011571272020948847,0.698663380532779,0.04613884530047178,0.0046138845300471775,1.0
WS-localized,Adaptive Katz,500.0,100,0.5164234326824255,0.118882066575324,0.0118882066575324,0.7107623636890739,0.04783628956782455,0.004783628956782455,1.0
WS-localized,Adaptive TIA,0.1,100,0.3114902363823227,0.10233613216510964,0.010233613216510964,0.8349203547053307,0.0411996248944537,0.00411996248944537,1.0
WS-localized,Adaptive TIA,0.2,100,0.3282939362795477,0.10153696921895539,0.01015369692189554,0.8270165371137419,0.041161589189228916,0.004116158918922892,1.0
WS-localized,Adaptive TIA,0.5,100,0.36276464542651604,0.0941366069138499,0.00941366069138499,0.807290393525306,0.038644575619145485,0.0038644575619145487,1.0
WS-localized,Adaptive TIA,1.0,100,0.37922918807810896,0.1111456024240411,0.01111456024240411,0.7905015824507653,0.04558677173668393,0.004558677173668393,1.0
WS-localized,Adaptive TIA,2.0,100,0.3884892086330936,0.111375491586902,0.0111375491586902,0.7788036514409281,0.04574828569806146,0.004574828569806146,1.0
WS-localized,Adaptive TIA,5.0,100,0.4164131551901336,0.11010020480033793,0.011010020480033793,0.7644270474049552,0.04310771309895658,0.0043107713098956574,1.0
WS-localized,Adaptive TIA,10.0,100,0.39803699897225087,0.1179533149052944,0.01179533149052944,0.7722537967141365,0.05012844537212593,0.005012844537212593,1.0
WS-localized,Adaptive TIA,20.0,100,0.391130524152107,0.12062950228601896,0.012062950228601895,0.7722530367875219,0.05047202048020181,0.0050472020480201805,1.0
WS-localized,Adaptive TIA,50.0,100,0.3794861253854059,0.11650824916362608,0.011650824916362608,0.7811681740191182,0.050377978512105036,0.005037797851210503,1.0
