config,method,target_ratio,n_runs,pc_mean,pc_std,pc_sem,anc_mean,anc_std,anc_sem,success_rate
WS-random,GNN-RL,0.13,100,0.46772166105499435,0.1388179024796918,0.013881790247969181,0.649983530978061,0.07375603237106457,0.0073756032371064565,0.98
WS-random,GNN-RL,0.14,100,0.463700340522134,0.1297510458772434,0.01297510458772434,0.6456205254422342,0.06524664000415284,0.006524664000415284,0.99
WS-random,GNN-RL,0.15,100,0.5316877152698047,0.18661866285612572,0.01866186628561257,0.5958018465465958,0.0797208239311152,0.00797208239311152,0.91
WS-localized,Adaptive TD,0.01,100,0.4545562130177515,0.1324226394527173,0.01324226394527173,0.7520305684361958,0.06514754515612316,0.006514754515612316,1.0
WS-localized,Adaptive TD,0.02,100,0.5405876494023905,0.10693216840160505,0.010693216840160506,0.6926783582782554,0.04387732016814455,0.004387732016814455,1.0
WS-localized,Adaptive TD,0.03,100,0.5872334004024145,0.09073379181635305,0.009073379181635305,0.6559788025150233,0.03506194453449044,0.003506194453449044,1.0
WS-localized,Adaptive TD,0.04,100,0.5942886178861789,0.104340434083871,0.0104340434083871,0.6469225660130113,0.03912847038732569,0.003912847038732569,1.0
WS-localized,Adaptive TD,0.05,100,0.6196813977389516,0.10095096558421844,0.010095096558421845,0.619829265473134,0.033704962595718424,0.0033704962595718425,1.0
WS-localized,Adaptive TD,0.06,100,0.6607165109034269,0.10221622770397693,0.010221622770397693,0.598660956374694,0.034251170494002926,0.0034251170494002925,1.0
WS-localized,Adaptive TD,0.07,100,0.6754249737670512,0.10442531281754883,0.010442531281754883,0.576547932918246,0.029399353304762576,0.0029399353304762578,1.0
WS-localized,Adaptive TD,0.08,100,0.6760975609756098,0.10439214415501633,0.010439214415501632,0.5740788732433221,0.02960922835801334,0.002960922835801334,1.0
WS-localized,Adaptive TD,0.09,100,0.6956115879828326,0.10081677699162413,0.010081677699162413,0.5523502090984616,0.028207494719173734,0.0028207494719173732,1.0
WS-localized,Adaptive TD,0.1,100,0.7272668112798264,0.09430901203310285,0.009430901203310285,0.5441311524179748,0.031666033405365744,0.0031666033405365742,1.0
WS-localized,Adaptive TD,0.11,100,0.7533333333333333,0.09251201435123368,0.009251201435123368,0.5357140134892048,0.028899007260536638,0.0028899007260536637,1.0
WS-localized,Adaptive TD,0.12,100,0.7524722838137472,0.10464408763408248,0.010464408763408248,0.5180752707913904,0.031490980850166,0.0031490980850166,1.0
WS-localized,Adaptive TD,0.13,100,0.7818406285072953,0.0946421172141159,0.00946421172141159,0.5160047825323004,0.03278671992998778,0.003278671992998778,1.0
WS-localized,Adaptive TD,0.14,100,0.7894097616345063,0.09042007347909103,0.009042007347909104,0.5062300246714243,0.03535276669307437,0.003535276669307437,1.0
WS-localized,Adaptive TD,0.15,100,0.8060045924225031,0.10026958709123615,0.010026958709123615,0.5054239425031547,0.0371757626517797,0.00371757626517797,0.97
WS-localized,Adaptive Katz,0.01,100,0.38599605522682445,0.1458729569982926,0.01458729569982926,0.8047307107404397,0.0712071533789745,0.00712071533789745,1.0
WS-localized,Adaptive Katz,0.02,100,0.46692231075697216,0.11815690453973168,0.011815690453973168,0.7562933570516686,0.05467173470619189,0.005467173470619189,1.0
WS-localized,Adaptive Katz,0.03,100,0.5111167002012073,0.1018646694382577,0.01018646694382577,0.7248183379041389,0.04131153166990226,0.004131153166990226,1.0
WS-localized,Adaptive Katz,0.04,100,0.5171341463414635,0.11082334733065034,0.011082334733065035,0.7135497911407421,0.04372903568459123,0.004372903568459123,1.0
WS-localized,Adaptive Katz,0.05,100,0.5341726618705036,0.10901589253742568,0.010901589253742568,0.6947509924079881,0.03751031609059604,0.003751031609059604,1.0
WS-localized,Adaptive Katz,0.06,100,0.5782242990654205,0.10742972624469369,0.010742972624469369,0.672386469653032,0.034243712308054286,0.0034243712308054284,1.0
WS-localized,Adaptive Katz,0.07,100,0.5815634837355719,0.10607445579236081,0.010607445579236081,0.6596320232089983,0.028764293926996348,0.0028764293926996348,1.0
WS-localized,Adaptive Katz,0.08,100,0.5826935312831389,0.11439492669488197,0.011439492669488197,0.6520990335186148,0.02934035177996798,0.002934035177996798,1.0
WS-localized,Adaptive Katz,0.09,100,0.5938304721030043,0.10773594143832967,0.010773594143832967,0.6406115615127819,0.027001646753104205,0.0027001646753104206,1.0
WS-localized,Adaptive Katz,0.1,100,0.6266919739696312,0.1053571041741618,0.01053571041741618,0.6270860431150018,0.026018026546300876,0.0026018026546300874,1.0
WS-localized,Adaptive Katz,0.11,100,0.647061403508772,0.10303614126405666,0.010303614126405666,0.6211846395171511,0.020611508905999002,0.0020611508905999,1.0
WS-localized,Adaptive Katz,0.12,100,0.633569844789357,0.10989022689596634,0.010989022689596634,0.6133974663775468,0.021290042218922885,0.0021290042218922887,1.0
WS-localized,Adaptive Katz,0.13,100,0.667037037037037,0.10132834950779511,0.010132834950779511,0.6035868660605377,0.018674895614472845,0.0018674895614472845,1.0
WS-localized,Adaptive Katz,0.14,100,0.6660158910329171,0.10807167583006816,0.010807167583006816,0.5998431029264597,0.020893438601876167,0.002089343860187617,1.0
WS-localized,Adaptive Katz,0.15,100,0.6949483352468429,0.1136763145479815,0.01136763145479815,0.5868265900924484,0.022078592910074607,0.0022078592910074607,0.99
WS-localized,Adaptive TIA,0.01,100,0.23923076923076925,0.1236087907932995,0.01236087907932995,0.8758100560710449,0.05894968243990513,0.005894968243990513,1.0
WS-localized,Adaptive TIA,0.02,100,0.33784860557768925,0.11316310353546226,0.011316310353546227,0.8147363730140463,0.05079378490656697,0.0050793784906566965,1.0
WS-localized,Adaptive TIA,0.03,100,0.38701207243460767,0.09447635659419436,0.009447635659419435,0.7740109684003628,0.04031612057387683,0.0040316120573876835,1.0
WS-localized,Adaptive TIA,0.04,100,0.39388211382113825,0.10620440723156216,0.010620440723156216,0.7630154928724849,0.041346675537632806,0.004134667553763281,1.0
WS-localized,Adaptive TIA,0.05,100,0.4139054470709148,0.10307898033935099,0.010307898033935099,0.7356719928355109,0.036172281316871675,0.0036172281316871674,1.0
WS-localized,Adaptive TIA,0.06,100,0.45261682242990653,0.10172776290154882,0.010172776290154882,0.718133184547581,0.031803055978298515,0.0031803055978298516,1.0
WS-localized,Adaptive TIA,0.07,100,0.4540398740818468,0.10543995527503683,0.010543995527503684,0.7007855927005692,0.030130135745067538,0.003013013574506754,1.0
WS-localized,Adaptive TIA,0.08,100,0.45897136797454935,0.11995336123388127,0.011995336123388127,0.6954547234387444,0.03629696886467723,0.003629696886467723,1.0
WS-localized,Adaptive TIA,0.09,100,0.47475321888412014,0.12411816217379125,0.012411816217379124,0.6771178978043177,0.03792954725446573,0.003792954725446573,1.0
WS-localized,Adaptive TIA,0.1,100,0.5352819956616053,0.15781760493273894,0.015781760493273893,0.6516598305856354,0.06685284494593548,0.006685284494593548,0.97
WS-localized,Adaptive TIA,0.11,100,0.6294956140350877,0.21863328460840092,0.021863328460840093,0.5963753182435556,0.09482418109949274,0.009482418109949275,0.81
WS-localized,Adaptive TIA,0.12,100,0.6094013303769401,0.23293038472260338,0.023293038472260337,0.5989793265681893,0.09935719567234111,0.009935719567234111,0.81
WS-localized,Adaptive TIA,0.13,100,0.7244107744107744,0.24461450681697203,0.0244614506816972,0.5386951124445045,0.10199407878420588,0.010199407878420589,0.6
WS-localized,Adaptive TIA,0.14,100,0.7383314415437005,0.2447223520556792,0.02447223520556792,0.523256717127329,0.09324953842842516,0.009324953842842517,0.57
WS-localized,Adaptive TIA,0.15,100,0.7828587830080367,0.25132767233256015,0.025132767233256015,0.514284475177394,0.09710630131019181,0.009710630131019181,0.46
WS-localized,GNN-RL,0.01,100,0.12507889546351086,0.07471233445291663,0.007471233445291663,0.9307095012779522,0.036799129103034005,0.0036799129103034004,1.0
WS-localized,GNN-RL,0.02,100,0.21274900398406374,0.09186237215276478,0.009186237215276479,0.8827854525724854,0.04358885363831484,0.004358885363831484,1.0
WS-localized,GNN-RL,0.03,100,0.26504024144869215,0.0833852164382264,0.008338521643822639,0.8534677527784862,0.0389676739637565,0.00389676739637565,1.0
WS-localized,GNN-RL,0.04,100,0.2711280487804878,0.09980826509056581,0.009980826509056582,0.8497018486315372,0.045894035822541486,0.004589403582254148,1.0
WS-localized,GNN-RL,0.05,100,0.30283658787255907,0.09805914980432767,0.009805914980432767,0.8334986231114817,0.044118483703884756,0.004411848370388475,1.0
WS-localized,GNN-RL,0.06,100,0.3294807892004154,0.10479410960848198,0.010479410960848198,0.8228774418101493,0.04890318427743038,0.004890318427743038,1.0
WS-localized,GNN-RL,0.07,100,0.3304197271773347,0.10413156512656634,0.010413156512656634,0.8142616048275546,0.05374004602387272,0.005374004602387272,1.0
WS-localized,GNN-RL,0.08,100,0.32638388123011663,0.10767407371227329,0.01076740737122733,0.8140257149902164,0.06360320252279883,0.006360320252279883,1.0
WS-localized,GNN-RL,0.09,100,0.34305793991416317,0.11714663376088427,0.011714663376088428,0.7873635147157692,0.07772061196215109,0.007772061196215109,1.0
WS-localized,GNN-RL,0.1,100,0.3723752711496746,0.12342028417713528,0.012342028417713528,0.7645058307053725,0.08633195363469578,0.008633195363469579,1.0
WS-localized,GNN-RL,0.11,100,0.41696271929824563,0.1438354820809904,0.01438354820809904,0.7242103418535462,0.09899414664500925,0.009899414664500925,1.0
WS-localized,GNN-RL,0.12,100,0.3865853658536585,0.14927652826366525,0.014927652826366525,0.7346758838070623,0.10581995171880057,0.010581995171880057,1.0
WS-localized,GNN-RL,0.13,100,0.4384287317620651,0.13719706882534524,0.013719706882534525,0.6782310616543209,0.08555901421412561,0.00855590142141256,1.0
WS-localized,GNN-RL,0.14,100,0.44248581157775246,0.16763437752235705,0.016763437752235703,0.6711646295887534,0.09798444792583295,0.009798444792583296,0.97
WS-localized,GNN-RL,0.15,100,0.48831228473019506,0.21011298340986206,0.021011298340986206,0.6392396108095338,0.11455854378778157,0.011455854378778158,0.92
